,no,latitude,longitude,sub_area
494,16137,55.7722444348,37.8360155806,Koptevo
495,29152,55.7722444348,37.8360155806,Brateevo
496,8995,55.7118323854,37.394578403,Solncevo
497,18121,55.7118323854,37.394578403,Taganskoe
498,11719,55.6012140563,37.5122025431,Zjuzino
499,28838,55.5921897974,37.5443522028,Mar'ina Roshha
500,5885,55.6058669178,37.7504675224,Birjulevo Zapadnoe
501,12079,55.6058669178,37.7504675224,Akademicheskoe
502,23012,55.9127387169,37.5539774399,Solncevo
503,3918,55.7185891413,37.8316356669,Beskudnikovskoe
504,15196,55.7185891413,37.8316356669,Levoberezhnoe
505,27018,55.7185891413,37.8316356669,Taganskoe
506,501,55.5769087618,37.6502449154,Marfino
507,12387,55.5769087618,37.6502449154,Jaroslavskoe
508,14466,55.5769087618,37.6502449154,Chertanovo Severnoe
509,21056,55.5769087618,37.6502449154,Hamovniki
510,22223,55.5769087618,37.6502449154,Mar'ino
511,11951,55.5759920701,37.6653791298,Silino
512,15893,55.5759920701,37.6653791298,Severnoe Butovo
513,902,55.6356212529,37.8026750384,Shhukino
514,5870,55.8247247581,37.8252732191,Otradnoe
515,14755,55.8247247581,37.8252732191,Alekseevskoe
516,17324,55.5953456145,37.7258641665,Juzhnoe Medvedkovo
517,12717,55.6221141855,37.487648224,Basmannoe
518,3517,55.7180683185,37.3910049257,Brateevo
519,17091,55.7180683185,37.3910049257,Nizhegorodskoe
520,18790,55.753588499,37.8349208912,Filevskij Park
521,4528,55.7369827264,37.8337344262,Orehovo-Borisovo Severnoe
522,4826,55.7369827264,37.8337344262,Cheremushki
523,8235,55.7369827264,37.8337344262,Vostochnoe Degunino
524,9290,55.7369827264,37.8337344262,Vyhino-Zhulebino
525,14805,55.7369827264,37.8337344262,Nagatinskij Zaton
526,16301,55.7369827264,37.8337344262,Severnoe Tushino
527,16523,55.7369827264,37.8337344262,Otradnoe
528,16906,55.7369827264,37.8337344262,Pechatniki
529,17864,55.7369827264,37.8337344262,Fili Davydkovo
530,23049,55.7369827264,37.8337344262,Losinoostrovskoe
531,27094,55.7369827264,37.8337344262,Sviblovo
532,5740,55.7323694732,37.8331414651,Chertanovo Juzhnoe
533,7131,55.7323694732,37.8331414651,Taganskoe
534,3138,55.6067690402,37.7519230369,Sviblovo
535,4125,55.6067690402,37.7519230369,Krasnosel'skoe
536,12721,55.7561371938,37.835004409,Mar'ina Roshha
537,14005,55.7561371938,37.835004409,Izmajlovo
538,16702,55.7561371938,37.835004409,Severnoe Medvedkovo
539,22724,55.7561371938,37.835004409,Orehovo-Borisovo Severnoe
540,3196,55.7523272679,37.8348263388,Obruchevskoe
541,12848,55.7576807144,37.8350645695,Akademicheskoe
542,16799,55.7576807144,37.8350645695,Sokolinaja Gora
543,17758,55.7576807144,37.8350645695,Chertanovo Juzhnoe
544,25320,55.7576807144,37.8350645695,Ajeroport
545,10928,55.5948639094,37.5332590399,Mozhajskoe
546,11931,55.5948639094,37.5332590399,Presnenskoe
547,12828,55.5948639094,37.5332590399,Severnoe Medvedkovo
548,21396,55.5948639094,37.5332590399,Veshnjaki
549,25781,55.5948639094,37.5332590399,Kapotnja
550,25788,55.5948639094,37.5332590399,Juzhnoe Tushino
551,27291,55.5948639094,37.5332590399,Mar'ino
552,10700,55.897913077,37.6160574901,Zapadnoe Degunino
553,20351,55.7216405842,37.8318086516,Severnoe Medvedkovo
554,24029,55.7216405842,37.8318086516,Horoshevo-Mnevniki
555,27764,55.7533425476,37.8348406187,Jakimanka
556,931,55.8044057151,37.3938244216,Savelki
557,7381,55.8044057151,37.3938244216,Vostochnoe Degunino
558,7415,55.8044057151,37.3938244216,Gol'janovo
559,7823,55.8044057151,37.3938244216,Bogorodskoe
560,7838,55.8044057151,37.3938244216,Teplyj Stan
561,8625,55.8044057151,37.3938244216,Bogorodskoe
562,8907,55.8044057151,37.3938244216,Orehovo-Borisovo Severnoe
563,9049,55.8044057151,37.3938244216,Izmajlovo
564,9438,55.8044057151,37.3938244216,Brateevo
565,10272,55.8044057151,37.3938244216,Ochakovo-Matveevskoe
566,12100,55.8044057151,37.3938244216,Perovo
567,12174,55.8044057151,37.3938244216,Novogireevo
568,12818,55.8044057151,37.3938244216,Caricyno
569,14686,55.8044057151,37.3938244216,Troparevo-Nikulino
570,17747,55.8044057151,37.3938244216,Kosino-Uhtomskoe
571,17805,55.8044057151,37.3938244216,Kuz'minki
572,17818,55.8044057151,37.3938244216,Perovo
573,18322,55.8044057151,37.3938244216,Timirjazevskoe
574,21841,55.8044057151,37.3938244216,Severnoe Izmajlovo
575,23892,55.8044057151,37.3938244216,Bogorodskoe
576,16900,55.7545422658,37.8348365065,Sokolinaja Gora
577,24816,55.7545422658,37.8348365065,Dmitrovskoe
578,23769,55.7569911507,37.8350171005,Chertanovo Central'noe
579,1913,55.9125848827,37.5521452328,Otradnoe
580,6205,55.9125848827,37.5521452328,Bogorodskoe
581,11004,55.9125848827,37.5521452328,Levoberezhnoe
582,15470,55.9125848827,37.5521452328,Pechatniki
583,6868,55.8019236234,37.3922466512,Severnoe Izmajlovo
584,6973,55.8019236234,37.3922466512,Severnoe Butovo
585,7198,55.8019236234,37.3922466512,Krjukovo
586,9677,55.8019236234,37.3922466512,Chertanovo Severnoe
587,10054,55.8019236234,37.3922466512,Kuz'minki
588,10437,55.8019236234,37.3922466512,Vyhino-Zhulebino
589,10507,55.8019236234,37.3922466512,Butyrskoe
590,10614,55.8019236234,37.3922466512,Nekrasovka
591,11312,55.8019236234,37.3922466512,Juzhnoe Butovo
592,13686,55.8019236234,37.3922466512,Ochakovo-Matveevskoe
593,14621,55.8019236234,37.3922466512,Chertanovo Juzhnoe
594,19281,55.8019236234,37.3922466512,Birjulevo Zapadnoe
595,19596,55.8019236234,37.3922466512,Rjazanskij
596,20478,55.8019236234,37.3922466512,Teplyj Stan
597,20585,55.8019236234,37.3922466512,Sokol
598,20596,55.8019236234,37.3922466512,Ajeroport
599,25752,55.8019236234,37.3922466512,Bogorodskoe
600,5673,55.8020138661,37.3924838706,Juzhnoe Butovo
601,6050,55.8020138661,37.3924838706,Nekrasovka
602,11598,55.8020138661,37.3924838706,Pechatniki
603,28218,55.8020138661,37.3924838706,Juzhnoe Tushino
604,14718,55.5836285957,37.6955900194,Levoberezhnoe
605,20973,55.6016659289,37.7406468573,Mar'ino
606,1192,55.5762271148,37.6632780773,Presnenskoe
607,5698,55.7082392806,37.3994650511,Bibirevo
608,3219,55.7409275685,37.8487312863,Filevskij Park
609,23505,55.6354366031,37.4721749351,Hovrino
610,11317,55.6281149094,37.48074772,Caricyno
611,13335,55.6281149094,37.48074772,Savelki
612,13858,55.6281149094,37.48074772,Dorogomilovo
613,6438,55.8970597439,37.6195710132,Gol'janovo
614,24801,55.8970597439,37.6195710132,Mar'ina Roshha
615,13802,55.7102822423,37.3967586305,Dorogomilovo
616,8866,55.7675380952,37.8355297425,Novogireevo
617,25100,55.7675380952,37.8355297425,Juzhnoe Butovo
618,27160,55.7675380952,37.8355297425,Kuncevo
619,13383,55.8015605452,37.3921496588,Staroe Krjukovo
620,877,55.8371658001,37.4035078118,Kosino-Uhtomskoe
621,13162,55.8371658001,37.4035078118,Kosino-Uhtomskoe
622,14743,55.8371658001,37.4035078118,Rjazanskij
623,16238,55.8371658001,37.4035078118,Juzhnoportovoe
624,16657,55.8371658001,37.4035078118,Juzhnoportovoe
625,23854,55.8371658001,37.4035078118,Babushkinskoe
626,1134,55.8088714572,37.3957841555,Troparevo-Nikulino
627,12214,55.8088714572,37.3957841555,Severnoe Butovo
628,19892,55.8088714572,37.3957841555,Perovo
629,28733,55.8088714572,37.3957841555,Preobrazhenskoe
630,17499,55.7801171727,37.8349016568,Preobrazhenskoe
631,18246,55.7801171727,37.8349016568,Juzhnoe Medvedkovo
632,22966,55.8908037449,37.6774063008,Jaroslavskoe
633,21257,55.6050004896,37.7480860885,Horoshevo-Mnevniki
634,22259,55.6050004896,37.7480860885,Matushkino
635,26856,55.6050004896,37.7480860885,Zjuzino
636,22188,55.8019703836,37.3927318043,Severnoe Butovo
637,11627,55.8414188597,37.3861439475,Juzhnoe Butovo
638,12377,55.8414188597,37.3861439475,Otradnoe
639,132,55.777610393,37.834924064,Kotlovka
640,16771,55.777610393,37.834924064,Staroe Krjukovo
641,10033,55.7663552699,37.3770782692,Mitino
642,30344,55.7663552699,37.3770782692,Severnoe Medvedkovo
643,2201,55.7649351176,37.8352165322,Krylatskoe
644,15352,55.9046553812,37.5570190241,Rostokino
645,3567,55.9045489422,37.5560669291,Severnoe Butovo
646,20802,55.9045489422,37.5560669291,Orehovo-Borisovo Severnoe
647,1836,55.5772529335,37.5685245811,Moskvorech'e-Saburovo
648,3190,55.5772529335,37.5685245811,Hovrino
649,11432,55.5772529335,37.5685245811,Rjazanskij
650,18288,55.5772529335,37.5685245811,Teplyj Stan
651,19622,55.5772529335,37.5685245811,Gagarinskoe
652,16407,55.7678891886,37.8353065045,Izmajlovo
653,27652,55.7678891886,37.8353065045,Hovrino
654,22576,55.8990046345,37.6103372672,Kosino-Uhtomskoe
655,14726,55.707255562,37.8263956604,Savelki
656,10658,55.7758442085,37.8349622618,Otradnoe
657,27581,55.6207086417,37.4898680919,Filevskij Park
658,27728,55.6207086417,37.4898680919,Krylatskoe
659,25005,55.7126134595,37.3945853352,Kuncevo
660,11734,55.61161728,37.7600252642,Veshnjaki
661,13439,55.61161728,37.7600252642,Mozhajskoe
662,17200,55.7090409123,37.3988988107,Orehovo-Borisovo Juzhnoe
663,7501,55.8396307167,37.4032747815,Fili Davydkovo
664,25912,55.7249476858,37.8315211512,Severnoe Izmajlovo
665,2628,55.7717453439,37.8352854032,Perovo
666,6644,55.6096425282,37.7563211585,Kuz'minki
667,23603,55.6096425282,37.7563211585,Krjukovo
668,1235,55.8913419174,37.6578267164,Preobrazhenskoe
669,10627,55.8913419174,37.6578267164,Mozhajskoe
670,3984,55.719527847,37.8310153167,Akademicheskoe
671,15788,55.814224052,37.8307317695,Kuz'minki
672,18572,55.814224052,37.8307317695,Severnoe Tushino
673,18874,55.814224052,37.8307317695,Prospekt Vernadskogo
674,21880,55.814224052,37.8307317695,Ljublino
675,28491,55.6961643048,37.8215220381,Kuz'minki
676,28965,55.6961643048,37.8215220381,Severnoe Butovo
677,19431,55.6228499687,37.4875661995,Horoshevo-Mnevniki
678,25691,55.6228499687,37.4875661995,Perovo
679,1383,55.6984716444,37.8219916266,Bogorodskoe
680,7157,55.7686877085,37.8350951125,Koptevo
681,19384,55.7686877085,37.8350951125,Novogireevo
682,25878,55.7686877085,37.8350951125,Veshnjaki
683,1038,55.5793116799,37.6827994915,Strogino
684,3145,55.9133836399,37.5557803096,Nagornoe
685,12468,55.9133836399,37.5557803096,Shhukino
686,14211,55.9133836399,37.5557803096,Krylatskoe
687,23907,55.9133836399,37.5557803096,Teplyj Stan
688,2472,55.8806527363,37.7170876456,Ostankinskoe
689,14306,55.8806527363,37.7170876456,Golovinskoe
690,16235,55.9131962,37.5538589375,Perovo
691,27226,55.9131962,37.5538589375,Juzhnoportovoe
692,28781,55.720313544,37.8310099826,Preobrazhenskoe
693,2421,55.8738023905,37.435507899,Kurkino
694,15310,55.6274382102,37.4822999693,Sokol'niki
695,24663,55.6274382102,37.4822999693,Juzhnoe Butovo
696,16690,55.7507754418,37.8340068466,Koptevo
697,17401,55.7507754418,37.8340068466,Dmitrovskoe
698,26719,55.7507754418,37.8340068466,Shhukino
699,19580,55.8003609282,37.8320244429,Kosino-Uhtomskoe
700,1863,55.8908286584,37.6685934626,Veshnjaki
701,2560,55.8908286584,37.6685934626,Chertanovo Severnoe
702,9282,55.8946738275,37.6298308762,Horoshevo-Mnevniki
703,20439,55.8946738275,37.6298308762,Mar'ino
704,15538,55.5777360857,37.6459062605,Pechatniki
705,20702,55.5770415366,37.6746552431,Tekstil'shhiki
706,21912,55.5770415366,37.6746552431,Solncevo
707,26532,55.5770415366,37.6746552431,Kuz'minki
708,26782,55.5770415366,37.6746552431,Sviblovo
709,6360,55.5807180361,37.5950775833,Silino
710,23627,55.705380035,37.8250859957,Obruchevskoe
711,980,55.8023701255,37.8317445238,Butyrskoe
712,29038,55.8267894357,37.8217588726,Birjulevo Vostochnoe
713,23983,55.7782405829,37.8343508043,Caricyno
714,6621,55.7000695984,37.3911117923,Krylatskoe
715,7903,55.8795442225,37.7188861091,Juzhnoe Butovo
716,8387,55.8795442225,37.7188861091,Shhukino
717,14037,55.8795442225,37.7188861091,Tverskoe
718,16529,55.8795442225,37.7188861091,Taganskoe
719,25392,55.8795442225,37.7188861091,Krjukovo
720,11635,55.6219720198,37.4694680517,Kapotnja
721,2039,55.9130586814,37.551736074,Horoshevskoe
722,2395,55.9130586814,37.551736074,Orehovo-Borisovo Juzhnoe
723,20099,55.9130586814,37.551736074,Krasnosel'skoe
724,27613,55.9130586814,37.551736074,Rostokino
725,12311,55.8057574553,37.395459948,Vojkovskoe
726,14144,55.6331899674,37.4758800237,Zamoskvorech'e
727,14736,55.6331899674,37.4758800237,Dmitrovskoe
728,3463,55.5959923526,37.7256564004,Mozhajskoe
729,6089,55.5959923526,37.7256564004,Juzhnoe Medvedkovo
730,16720,55.5959923526,37.7256564004,Sokolinaja Gora
731,18092,55.5959923526,37.7256564004,Kosino-Uhtomskoe
732,25808,55.7420863334,37.8333307719,Basmannoe
733,29010,55.7420863334,37.8333307719,Lianozovo
734,17323,55.7545720738,37.833878438,Dmitrovskoe
735,14638,55.753324376,37.8338694732,Pokrovskoe Streshnevo
736,27747,55.753324376,37.8338694732,Vojkovskoe
737,2317,55.7089579707,37.3997164601,Zapadnoe Degunino
738,13119,55.7089579707,37.3997164601,Otradnoe
739,3396,55.8765410605,37.7248414221,Pokrovskoe Streshnevo
740,29136,55.8765410605,37.7248414221,Ajeroport
741,1430,55.8833717267,37.7113164923,Novogireevo
742,15311,55.8833717267,37.7113164923,Gol'janovo
743,2207,55.5834673701,37.6932024011,Tekstil'shhiki
744,12290,55.5834673701,37.6932024011,Veshnjaki
745,23351,55.5834673701,37.6932024011,Juzhnoe Butovo
746,1211,55.7016376668,37.8228351923,Tekstil'shhiki
747,2899,55.7016376668,37.8228351923,Ostankinskoe
748,17652,55.8436810415,37.4016303791,Bogorodskoe
749,15522,55.8838006784,37.7104305109,Savelovskoe
750,9335,55.6999098498,37.8392194039,Zjuzino
751,13863,55.827011011,37.821234503,Zjuzino
752,19669,55.7133139209,37.3947875304,Presnenskoe
753,20107,55.7133139209,37.3947875304,Alekseevskoe
754,26802,55.8912675485,37.6551709677,Timirjazevskoe
755,27605,55.7658425044,37.8344584608,Jasenevo
756,6219,55.6324451815,37.7959408005,Bogorodskoe
757,12049,55.709232349,37.8266793815,Altuf'evskoe
758,16784,55.709232349,37.8266793815,Jasenevo
759,5912,55.6036193566,37.7434089951,Novo-Peredelkino
760,19514,55.7323000888,37.8487903308,Timirjazevskoe
761,22741,55.7323000888,37.8487903308,Severnoe Medvedkovo
762,29795,55.8903486389,37.6741947171,Caricyno
763,15774,55.608272832,37.7528253867,Zjuzino
764,2280,55.6909030805,37.8208402671,Kurkino
765,3710,55.8956606888,37.6229871142,Mozhajskoe
766,11529,55.8956606888,37.6229871142,Vyhino-Zhulebino
767,21160,55.6337385468,37.7977501428,Filevskij Park
768,25425,55.6337385468,37.7977501428,Taganskoe
769,13652,55.5769935795,37.6626701527,Juzhnoe Butovo
770,14933,55.7179830834,37.8301106691,Kotlovka
771,23594,55.7179830834,37.8301106691,Lefortovo
772,21665,55.5774265919,37.6550997377,Krasnosel'skoe
773,13042,55.7209584608,37.83043319,Mitino
774,13459,55.7209584608,37.83043319,Altuf'evskoe
775,27977,55.7209584608,37.83043319,Lianozovo
776,8381,55.6044525841,37.7451714266,Vyhino-Zhulebino
777,23324,55.6044525841,37.7451714266,Jaroslavskoe
778,15393,55.7366390704,37.8323309266,Severnoe Izmajlovo
779,7693,55.6222373186,37.4890834119,Kuz'minki
780,11849,55.6222373186,37.4890834119,Ochakovo-Matveevskoe
781,27554,55.6222373186,37.4890834119,Perovo
782,27807,55.6222373186,37.4890834119,Nizhegorodskoe
783,3981,55.891172479,37.6549101759,Jakimanka
784,9188,55.891172479,37.6549101759,Ivanovskoe
785,10109,55.891172479,37.6549101759,Horoshevo-Mnevniki
786,15395,55.891172479,37.6549101759,Novogireevo
787,14766,55.5777585981,37.6765960814,Krjukovo
788,24636,55.5777585981,37.6765960814,Bogorodskoe
789,25532,55.5777585981,37.6765960814,Severnoe Tushino
790,25793,55.5777585981,37.6765960814,Novogireevo
791,6331,55.7345404926,37.8320496493,Nagatino-Sadovniki
792,29623,55.7345404926,37.8320496493,Novogireevo
793,6877,55.8525053234,37.3849739894,Golovinskoe
794,8992,55.761380816,37.8339809061,Mar'ino
795,10708,55.826544143,37.8216402452,Tekstil'shhiki
796,17225,55.826544143,37.8216402452,Ramenki
797,17256,55.8266742619,37.8213348523,Bibirevo
798,23379,55.8828916103,37.7117705061,Perovo
799,26779,55.6988350238,37.8212991807,Lianozovo
800,29423,55.6988350238,37.8212991807,Matushkino
801,16658,55.6417746664,37.8097680773,Kon'kovo
802,20775,55.6417746664,37.8097680773,Zjablikovo
803,27331,55.6210216656,37.4699544391,Lianozovo
804,10491,55.6230188207,37.4675472009,Mitino
805,1745,55.8266141288,37.8215429055,Severnoe Izmajlovo
806,15231,55.8266141288,37.8215429055,Pechatniki
807,22468,55.8266141288,37.8215429055,Severnoe Izmajlovo
808,721,55.6319097248,37.7946890567,Sokolinaja Gora
809,29797,55.6319097248,37.7946890567,Taganskoe
810,3500,55.6843818617,37.8402954826,Meshhanskoe
811,16936,55.6843818617,37.8402954826,Severnoe Tushino
812,18328,55.8945632043,37.6278373322,Juzhnoe Medvedkovo
813,27061,55.8945632043,37.6278373322,Taganskoe
814,28233,55.8945632043,37.6278373322,Chertanovo Severnoe
815,9160,55.6931348527,37.8204880702,Zjablikovo
816,20487,55.6931348527,37.8204880702,Zjablikovo
817,22062,55.7010167354,37.8402338163,Rjazanskij
818,27109,55.759235944,37.8335169806,Chertanovo Juzhnoe
819,28443,55.7360223885,37.8495915244,Caricyno
820,16541,55.6067126613,37.7495488904,Danilovskoe
821,13825,55.8427607036,37.4028338757,Severnoe
822,28026,55.8911404917,37.6536166835,Otradnoe
823,67,55.8022059106,37.3940250192,Butyrskoe
824,1930,55.8011169907,37.3935286383,Severnoe Tushino
825,1980,55.8011169907,37.3935286383,Vyhino-Zhulebino
826,2541,55.8011169907,37.3935286383,Severnoe Izmajlovo
827,12585,55.8011169907,37.3935286383,Danilovskoe
828,17527,55.8011169907,37.3935286383,Hovrino
829,18104,55.8011169907,37.3935286383,Mar'ino
830,4873,55.7369057774,37.8498129669,Hovrino
831,24725,55.7369057774,37.8498129669,Solncevo
832,2539,55.8351048328,37.3868551362,Vostochnoe Degunino
833,2768,55.8351048328,37.3868551362,Juzhnoe Butovo
834,5009,55.8351048328,37.3868551362,Kotlovka
835,6907,55.8351048328,37.3868551362,Juzhnoe Butovo
836,9607,55.8351048328,37.3868551362,Veshnjaki
837,9621,55.8351048328,37.3868551362,Nagatino-Sadovniki
838,12938,55.8351048328,37.3868551362,Filevskij Park
839,13992,55.8351048328,37.3868551362,Lefortovo
840,14416,55.8351048328,37.3868551362,Novokosino
841,15151,55.8351048328,37.3868551362,Mar'ino
842,16383,55.8351048328,37.3868551362,Severnoe Tushino
843,18310,55.8351048328,37.3868551362,Severnoe Medvedkovo
844,18748,55.8351048328,37.3868551362,Mozhajskoe
845,20662,55.8351048328,37.3868551362,Tekstil'shhiki
846,20699,55.8351048328,37.3868551362,Birjulevo Zapadnoe
847,21027,55.8351048328,37.3868551362,Alekseevskoe
848,21258,55.8351048328,37.3868551362,Novo-Peredelkino
849,22211,55.8351048328,37.3868551362,Shhukino
850,23063,55.8351048328,37.3868551362,Donskoe
851,23922,55.8351048328,37.3868551362,Butyrskoe
852,27075,55.8351048328,37.3868551362,Severnoe Medvedkovo
853,29320,55.8351048328,37.3868551362,Chertanovo Central'noe
854,16633,55.5770518424,37.6652971953,Nekrasovka
855,29193,55.5770518424,37.6652971953,Kotlovka
856,15776,55.6073911199,37.7505297815,Tekstil'shhiki
857,21331,55.6073911199,37.7505297815,Losinoostrovskoe
858,23357,55.6073911199,37.7505297815,Nekrasovka
859,28452,55.6073911199,37.7505297815,Solncevo
860,30301,55.8451277569,37.401285169,Vyhino-Zhulebino
861,17552,55.8935405104,37.633100793,Mar'ina Roshha
862,2054,55.7718045296,37.8340316459,Juzhnoe Butovo
863,21411,55.7718045296,37.8340316459,Vostochnoe Izmajlovo
864,28493,55.7718045296,37.8340316459,Mar'ino
865,14018,55.6333658429,37.7965528396,Orehovo-Borisovo Severnoe
866,10122,55.8442720835,37.4020382223,Mitino
867,12890,55.8442720835,37.4020382223,Izmajlovo
868,25679,55.8899682816,37.6749730093,Lianozovo
869,9235,55.7644470745,37.8336620706,Obruchevskoe
870,5439,55.762500591,37.8335449455,Preobrazhenskoe
871,853,55.8905308787,37.6585186231,Juzhnoe Tushino
872,14673,55.8162909839,37.8294451312,Mar'ino
873,17274,55.8162909839,37.8294451312,Ramenki
874,26481,55.8162909839,37.8294451312,Preobrazhenskoe
875,18758,55.8096634315,37.3977694221,Beskudnikovskoe
876,8873,55.5737024814,37.579663898,Juzhnoe Tushino
877,14915,55.7535295922,37.8329128868,Hamovniki
878,12481,55.9032258354,37.5914263615,Rjazanskij
879,2364,55.7568155501,37.8330954515,Izmajlovo
880,14478,55.7568155501,37.8330954515,Bogorodskoe
881,15800,55.7568155501,37.8330954515,Tekstil'shhiki
882,3273,55.89605749,37.6190149937,Losinoostrovskoe
883,822,55.9139821596,37.5541401651,Juzhnoe Butovo
884,11064,55.9139821596,37.5541401651,Fili Davydkovo
885,6932,55.5764446601,37.5679093916,Kuz'minki
886,1183,55.7058829455,37.8240778662,Gol'janovo
887,14599,55.7384777394,37.8318625138,Juzhnoportovoe
888,23420,55.7384777394,37.8318625138,Novokosino
